annotator,applies_to,created_at,id,image,label,lead_time,updated_at
1,,2026-05-01T13:06:08.797039Z,2673,/data/local-files/?d=alloy_elsevier_contents/img1028.jpg,"[{""x"":52.089552238806,""y"":50.08779812987662,""width"":47.910447761194,""height"":49.91220187012338,""rotation"":0,""rectanglelabels"":[""D""],""original_width"":3059,""original_height"":2296},{""x"":2.6367796834847468e-15,""y"":50.08779812987662,""width"":47.910447761194,""height"":49.91220187012338,""rotation"":0,""rectanglelabels"":[""C""],""original_width"":3059,""original_height"":2296},{""x"":52.089552238806,""y"":-1.7763568394002505e-15,""width"":47.910447761194,""height"":49.91220187012338,""rotation"":0,""rectanglelabels"":[""B""],""original_width"":3059,""original_height"":2296},{""x"":0,""y"":0,""width"":47.910447761194,""height"":49.91220187012338,""rotation"":0,""rectanglelabels"":[""A""],""original_width"":3059,""original_height"":2296}]",56.704,2026-05-01T13:06:08.797060Z
1,,2026-05-01T13:08:22.506018Z,2675,/data/local-files/?d=alloy_elsevier_contents/img1030.jpg,"[{""x"":3.552713678800502e-15,""y"":8.881784197001252e-16,""width"":45.82089552238799,""height"":86.46304237273269,""rotation"":0,""rectanglelabels"":[""A""],""original_width"":2765,""original_height"":1661},{""x"":47.462686567164205,""y"":0,""width"":52.53731343283579,""height"":89.19632597876677,""rotation"":0,""rectanglelabels"":[""B""],""original_width"":2765,""original_height"":1661},{""x"":33.134328358208954,""y"":83.72988433644376,""width"":25.22643131996269,""height"":16.270115663556133,""rotation"":0,""rectanglelabels"":[""COMMON_ALL""],""original_width"":2765,""original_height"":1661}]",124.517,2026-05-01T13:08:22.506040Z
1,,2026-05-01T13:11:27.675987Z,2676,/data/local-files/?d=alloy_elsevier_contents/img1031.jpg,"[{""x"":1.3131963920260745,""y"":-8.881784197001252e-16,""width"":48.96346547411507,""height"":30.688652326762906,""rotation"":0,""rectanglelabels"":[""A""],""original_width"":2765,""original_height"":3465},{""x"":0.009474721443173843,""y"":69.16155064311317,""width"":48.588266504964764,""height"":30.83844935688682,""rotation"":0,""rectanglelabels"":[""E""],""original_width"":2765,""original_height"":3465},{""x"":51.411733495035236,""y"":0.5985915320534457,""width"":48.588266504964764,""height"":30.83844935688682,""rotation"":0,""rectanglelabels"":[""B""],""original_width"":2765,""original_height"":3465},{""x"":50.65186083529144,""y"":35.47898084299737,""width"":48.588266504964764,""height"":30.83844935688682,""rotation"":0,""rectanglelabels"":[""D""],""original_width"":2765,""original_height"":3465},{""x"":51.41173349503523,""y"":69.16155064311317,""width"":48.588266504964764,""height"":30.83844935688682,""rotation"":0,""rectanglelabels"":[""F""],""original_width"":2765,""original_height"":3465},{""x"":0,""y"":35.17957835964164,""width"":48.588266504964764,""height"":30.83844935688682,""rotation"":0,""rectanglelabels"":[""C""],""original_width"":2765,""original_height"":3465}]",182.265,2026-05-01T13:11:27.676007Z
1,,2026-05-02T07:14:23.244625Z,2686,/data/local-files/?d=alloy_elsevier_contents/img1054.jpg,"[{""x"":0.9615384615384616,""y"":1.9346692733789501,""width"":48.15705128205131,""height"":96.53999674160961,""rotation"":0,""rectanglelabels"":[""A""],""original_width"":2470,""original_height"":1023},{""x"":51.04166666666671,""y"":1.354268491365259,""width"":48.157051282051256,""height"":97.12039752362315,""rotation"":0,""rectanglelabels"":[""B""],""original_width"":2470,""original_height"":1023}]",65.975,2026-05-02T07:14:23.244651Z
1,,2026-05-02T07:15:57.972273Z,2687,/data/local-files/?d=alloy_elsevier_contents/img1055.jpg,"[{""x"":37.3272063928901,""y"":49.55752212389384,""width"":31.429184603537262,""height"":50.26548672566376,""rotation"":0,""rectanglelabels"":[""C""],""original_width"":3505,""original_height"":1600},{""x"":1.4543067425801322,""y"":0.7079646017699115,""width"":34.49938772676202,""height"":98.76106194690266,""rotation"":0,""rectanglelabels"":[""A""],""original_width"":3505,""original_height"":1600},{""x"":69.70194286291401,""y"":49.55752212389394,""width"":30.298057137085987,""height"":50.44247787610606,""rotation"":0,""rectanglelabels"":[""E""],""original_width"":3505,""original_height"":1600},{""x"":37.811975307083486,""y"":0.884955752212396,""width"":31.10600532740832,""height"":47.6106194690265,""rotation"":0,""rectanglelabels"":[""B""],""original_width"":3505,""original_height"":1600},{""x"":69.70194286291397,""y"":2.2007960842126996e-15,""width"":30.298057137085994,""height"":48.31858407079634,""rotation"":0,""rectanglelabels"":[""D""],""original_width"":3505,""original_height"":1600}]",90.117,2026-05-02T07:15:57.972306Z
1,,2026-05-01T13:12:15.065439Z,2691,/data/local-files/?d=alloy_elsevier_contents/img1060.jpg,"[{""x"":66.57824933687002,""y"":-3.552713678800501e-15,""width"":33.20954907161804,""height"":100,""rotation"":0,""rectanglelabels"":[""C""],""original_width"":3506,""original_height"":926},{""x"":0,""y"":0,""width"":33.20954907161804,""height"":100,""rotation"":0,""rectanglelabels"":[""A""],""original_width"":3506,""original_height"":926},{""x"":33.36870026525198,""y"":1.7763568394002505e-15,""width"":33.20954907161804,""height"":100,""rotation"":0,""rectanglelabels"":[""B""],""original_width"":3506,""original_height"":926}]",45.493,2026-05-01T13:12:15.065459Z
1,,2026-05-01T17:42:21.998457Z,2692,/data/local-files/?d=alloy_elsevier_contents/img1061.jpg,"[{""x"":66.9231875872505,""y"":0,""width"":33.076812412749476,""height"":40.186915887850496,""rotation"":0,""rectanglelabels"":[""C""],""original_width"":3508,""original_height"":2182},{""x"":33.54186425686543,""y"":0,""width"":33.018680932235036,""height"":40.28037383177569,""rotation"":0,""rectanglelabels"":[""B""],""original_width"":3508,""original_height"":2182},{""x"":75.46851522288173,""y"":40.56074766355132,""width"":24.531484777118237,""height"":29.439252336448597,""rotation"":0,""rectanglelabels"":[""G""],""original_width"":3508,""original_height"":2182},{""x"":0,""y"":0,""width"":33.30933833480749,""height"":40.186915887850496,""rotation"":0,""rectanglelabels"":[""A""],""original_width"":3508,""original_height"":2182},{""x"":1.4456715419494786e-15,""y"":40.84112149532706,""width"":25.05466810174874,""height"":29.43925233644866,""rotation"":0,""rectanglelabels"":[""D""],""original_width"":3508,""original_height"":2182},{""x"":25.635982906893716,""y"":40.7476635514018,""width"":23.65951256940079,""height"":29.439252336448618,""rotation"":0,""rectanglelabels"":[""E""],""original_width"":3508,""original_height"":2182},{""x"":50.748782489156966,""y"":70.56074766355138,""width"":23.892038491458788,""height"":29.43925233644859,""rotation"":0,""rectanglelabels"":[""I""],""original_width"":3508,""original_height"":2182},{""x"":49.353626956809,""y"":40.74766355140178,""width"":25.694114387408224,""height"":29.439252336448597,""rotation"":0,""rectanglelabels"":[""F""],""original_width"":3508,""original_height"":2182},{""x"":24.822142179690747,""y"":70.56074766355141,""width"":25.694114387408224,""height"":29.439252336448597,""rotation"":0,""rectanglelabels"":[""H""],""original_width"":3508,""original_height"":2182}]",160.463,2026-05-01T17:42:21.998479Z
1,,2026-05-01T17:45:25.775605Z,2693,/data/local-files/?d=alloy_elsevier_contents/img1062.jpg,"[{""x"":50.154754247228496,""y"":63.364485981308384,""width"":49.845245752771504,""height"":36.63551401869162,""rotation"":0,""rectanglelabels"":[""E""],""original_width"":2470,""original_height"":2640},{""x"":0,""y"":0,""width"":49.84524575277158,""height"":35.23364485981308,""rotation"":0,""rectanglelabels"":[""A""],""original_width"":2470,""original_height"":2640},{""x"":50.154754247228425,""y"":3.1127748353976354e-15,""width"":49.44568466457302,""height"":35.23364485981309,""rotation"":0,""rectanglelabels"":[""B""],""original_width"":2470,""original_height"":2640},{""x"":0.499451360248213,""y"":35.700934579439206,""width"":99.39082068939418,""height"":27.009345794392527,""rotation"":0,""rectanglelabels"":[""C""],""original_width"":2470,""original_height"":2640},{""x"":0,""y"":63.364485981308384,""width"":49.845245752771504,""height"":36.63551401869162,""rotation"":0,""rectanglelabels"":[""D""],""original_width"":2470,""original_height"":2640}]",178.178,2026-05-01T17:45:25.775626Z
1,,2026-05-01T17:47:07.266744Z,2694,/data/local-files/?d=alloy_elsevier_contents/img1063.jpg,"[{""x"":0,""y"":49.34579439252321,""width"":99.99999999999999,""height"":24.29906542056074,""rotation"":0,""rectanglelabels"":[""E""],""original_width"":2666,""original_height"":4055},{""x"":0,""y"":0,""width"":50.17895829097463,""height"":24.299065420560755,""rotation"":0,""rectanglelabels"":[""A""],""original_width"":2666,""original_height"":4055},{""x"":49.39459163856383,""y"":0.6542056074766356,""width"":50.17895829097463,""height"":24.29906542056076,""rotation"":0,""rectanglelabels"":[""B""],""original_width"":2666,""original_height"":4055},{""x"":49.82104170902537,""y"":24.672897196261676,""width"":50.17895829097463,""height"":24.29906542056076,""rotation"":0,""rectanglelabels"":[""D""],""original_width"":2666,""original_height"":4055},{""x"":50.3896418029741,""y"":74.39252336448595,""width"":49.61035819702591,""height"":25.42056074766355,""rotation"":0,""rectanglelabels"":[""G""],""original_width"":2666,""original_height"":4055},{""x"":1.7763568394002505e-15,""y"":24.672897196261676,""width"":50.17895829097463,""height"":24.29906542056076,""rotation"":0,""rectanglelabels"":[""C""],""original_width"":2666,""original_height"":4055},{""x"":0,""y"":74.01869158878503,""width"":50.17895829097462,""height"":25.420560747663558,""rotation"":0,""rectanglelabels"":[""F""],""original_width"":2666,""original_height"":4055}]",95.202,2026-05-01T17:47:07.266764Z
1,,2026-05-01T17:53:04.718389Z,2695,/data/local-files/?d=alloy_elsevier_contents/img1064.jpg,"[{""x"":50.18101328086571,""y"":0.09345794392523497,""width"":49.1687161829808,""height"":24.112149532710227,""rotation"":0,""rectanglelabels"":[""B""],""original_width"":2470,""original_height"":3822},{""x"":0,""y"":0.18691588785043012,""width"":49.60255779636004,""height"":24.018691588785003,""rotation"":0,""rectanglelabels"":[""A""],""original_width"":2470,""original_height"":3822},{""x"":50.47024102311855,""y"":24.766355140186906,""width"":49.52975897688144,""height"":23.925233644859794,""rotation"":0,""rectanglelabels"":[""D""],""original_width"":2470,""original_height"":3822},{""x"":-3.330669073875469e-15,""y"":24.299065420560726,""width"":49.891785538612886,""height"":23.925233644859798,""rotation"":0,""rectanglelabels"":[""C""],""original_width"":2470,""original_height"":3822},{""x"":50.470241023118525,""y"":48.971962616822324,""width"":49.457943925233636,""height"":25.233644859813165,""rotation"":0,""rectanglelabels"":[""F""],""original_width"":2470,""original_height"":3822},{""x"":49.89178553861289,""y"":74.57943925233633,""width"":49.747171667486505,""height"":25.23364485981321,""rotation"":0,""rectanglelabels"":[""H""],""original_width"":2470,""original_height"":3822},{""x"":0,""y"":48.97196261682247,""width"":49.89178553861284,""height"":25.514018691588703,""rotation"":0,""rectanglelabels"":[""E""],""original_width"":2470,""original_height"":3822},{""x"":8.22034684952167e-15,""y"":74.7663551401868,""width"":49.747171667486505,""height"":25.23364485981321,""rotation"":0,""rectanglelabels"":[""G""],""original_width"":2470,""original_height"":3822}]",333.725,2026-05-01T17:53:04.718410Z
1,,2026-05-01T17:54:28.840275Z,2696,/data/local-files/?d=alloy_elsevier_contents/img1065.jpg,"[{""x"":34.48321192447645,""y"":2.710280373831776,""width"":55.78731131380975,""height"":45.51401869158878,""rotation"":0,""rectanglelabels"":[""A""],""original_width"":2666,""original_height"":1825},{""x"":1.4074780377337253,""y"":51.775700934579326,""width"":55.01959602050038,""height"":44.018691588785,""rotation"":0,""rectanglelabels"":[""B""],""original_width"":2666,""original_height"":1825},{""x"":46.57472779409801,""y"":51.96261682242999,""width"":52.4605450428028,""height"":46.54205607476636,""rotation"":0,""rectanglelabels"":[""C""],""original_width"":2666,""original_height"":1825},{""x"":56.17116896046441,""y"":71.86915887850466,""width"":0.25590509776976944,""height"":0.46728971962618004,""rotation"":0,""rectanglelabels"":[""A""],""original_width"":2666,""original_height"":1825}]",80.304,2026-05-01T17:54:28.840298Z
1,,2026-05-01T17:57:12.889382Z,2697,/data/local-files/?d=alloy_elsevier_contents/img1066.jpg,"[{""x"":-1.5543122344752194e-15,""y"":1.1102230246251565e-15,""width"":49.149002631462665,""height"":37.850467289719624,""rotation"":0,""rectanglelabels"":[""A""],""original_width"":2962,""original_height"":3631},{""x"":50.85099736853703,""y"":2.6562345262059823e-15,""width"":49.149002631462494,""height"":37.75700934579439,""rotation"":0,""rectanglelabels"":[""B""],""original_width"":2962,""original_height"":3631},{""x"":49.95096770936534,""y"":38.037383177570064,""width"":48.46160399326033,""height"":33.83177570093455,""rotation"":0,""rectanglelabels"":[""D""],""original_width"":2962,""original_height"":3631},{""x"":-1.1102230246251567e-15,""y"":38.691588785046704,""width"":47.43050603595696,""height"":32.71028037383174,""rotation"":0,""rectanglelabels"":[""C""],""original_width"":2962,""original_height"":3631},{""x"":-1.1102230246251567e-15,""y"":38.691588785046704,""width"":47.43050603595696,""height"":32.71028037383174,""rotation"":0,""rectanglelabels"":[""A""],""original_width"":2962,""original_height"":3631},{""x"":50.27816517003543,""y"":72.14953271028041,""width"":49.72183482996458,""height"":27.85046728971958,""rotation"":0,""rectanglelabels"":[""F""],""original_width"":2962,""original_height"":3631},{""x"":0,""y"":72.14953271028041,""width"":49.72183482996458,""height"":27.85046728971958,""rotation"":0,""rectanglelabels"":[""E""],""original_width"":2962,""original_height"":3631}]",159.598,2026-05-01T17:57:12.889405Z
1,,2026-05-01T18:02:17.493572Z,2698,/data/local-files/?d=alloy_elsevier_contents/img1067.jpg,"[{""x"":2.5513123656502423e-15,""y"":-2.9490127297981753e-31,""width"":49.73054326768349,""height"":51.775700934579426,""rotation"":0,""rectanglelabels"":[""A""],""original_width"":2962,""original_height"":2845},{""x"":-1.2212453270876722e-15,""y"":30.373831775700932,""width"":20.73602074879931,""height"":21.682242990654157,""rotation"":0,""rectanglelabels"":[""C""],""original_width"":2962,""original_height"":2845},{""x"":28.994522518884036,""y"":0,""width"":20.73602074879931,""height"":21.682242990654157,""rotation"":0,""rectanglelabels"":[""D""],""original_width"":2962,""original_height"":2845},{""x"":50.26945673231648,""y"":-1.9984014443252818e-15,""width"":49.73054326768353,""height"":51.775700934579405,""rotation"":0,""rectanglelabels"":[""B""],""original_width"":2962,""original_height"":2845},{""x"":0,""y"":51.962616822429695,""width"":99.99999999999986,""height"":16.822429906542055,""rotation"":0,""rectanglelabels"":[""E""],""original_width"":2962,""original_height"":2845},{""x"":0,""y"":69.34579439252332,""width"":40.59120944739282,""height"":30.654205607476616,""rotation"":0,""rectanglelabels"":[""F""],""original_width"":2962,""original_height"":2845},{""x"":40.843677232483735,""y"":69.25233644859826,""width"":59.1563227675162,""height"":30.71651102226472,""rotation"":0,""rectanglelabels"":[""G""],""original_width"":2962,""original_height"":2845}]",298.542,2026-05-01T18:02:17.493595Z
1,,2026-05-01T18:05:05.028973Z,2699,/data/local-files/?d=alloy_elsevier_contents/img1068.jpg,"[{""x"":74.88976483164086,""y"":1.3158850342009639e-15,""width"":25.05678781400319,""height"":32.90073501034721,""rotation"":0,""rectanglelabels"":[""D""],""original_width"":3508,""original_height"":1835},{""x"":37.039016568679855,""y"":33.615968380137325,""width"":34.784206306787816,""height"":66.17967922849405,""rotation"":0,""rectanglelabels"":[""F""],""original_width"":3508,""original_height"":1835},{""x"":25.023383217530732,""y"":2.220446049250313e-16,""width"":24.575761624799586,""height"":32.900735010347226,""rotation"":0,""rectanglelabels"":[""B""],""original_width"":3508,""original_height"":1835},{""x"":49.82295563869589,""y"":0.613057174105849,""width"":24.575761624799586,""height"":32.900735010347226,""rotation"":0,""rectanglelabels"":[""C""],""original_width"":3508,""original_height"":1835},{""x"":0.010021378941742386,""y"":0,""width"":24.575761624799586,""height"":32.900735010347226,""rotation"":0,""rectanglelabels"":[""A""],""original_width"":3508,""original_height"":1835},{""x"":0,""y"":34.126849358558864,""width"":36.494521646178505,""height"":65.8731506414411,""rotation"":0,""rectanglelabels"":[""E""],""original_width"":3508,""original_height"":1835},{""x"":72.26082308925712,""y"":67.23193676027479,""width"":27.73917691074288,""height"":32.76806323972509,""rotation"":0,""rectanglelabels"":[""H""],""original_width"":3508,""original_height"":1835},{""x"":72.26082308925687,""y"":33.92249696719034,""width"":27.57883484767533,""height"":32.90073501034722,""rotation"":0,""rectanglelabels"":[""G""],""original_width"":3508,""original_height"":1835}]",163.76,2026-05-01T18:05:05.028993Z
1,,2026-05-01T19:03:51.556225Z,2701,/data/local-files/?d=alloy_elsevier_contents/img1070.jpg,"[{""x"":17.55343975633007,""y"":71.30841121495315,""width"":61.75280209486031,""height"":28.69158878504685,""rotation"":0,""rectanglelabels"":[""G""],""original_width"":2559,""original_height"":4497},{""x"":50.7291472647391,""y"":0.46728971962616817,""width"":49.270852735260895,""height"":19.439252336448583,""rotation"":0,""rectanglelabels"":[""B""],""original_width"":2559,""original_height"":4497},{""x"":1.7763568394002505e-15,""y"":0.09345794392523367,""width"":49.270852735260895,""height"":19.439252336448583,""rotation"":0,""rectanglelabels"":[""A""],""original_width"":2559,""original_height"":4497},{""x"":8.752261623936329e-16,""y"":19.813084112149525,""width"":49.270852735260895,""height"":24.11214953271027,""rotation"":0,""rectanglelabels"":[""C""],""original_width"":2559,""original_height"":4497},{""x"":50.72914726473912,""y"":20.5607476635514,""width"":49.27085273526089,""height"":23.36448598130839,""rotation"":0,""rectanglelabels"":[""D""],""original_width"":2559,""original_height"":4497},{""x"":50.72914726473912,""y"":20,""width"":49.27085273526089,""height"":23.36448598130839,""rotation"":0,""rectanglelabels"":[""A""],""original_width"":2559,""original_height"":4497},{""x"":3.3306690738754696e-15,""y"":44.01869158878496,""width"":49.270852735260895,""height"":27.102803738317828,""rotation"":0,""rectanglelabels"":[""E""],""original_width"":2559,""original_height"":4497},{""x"":50.729147264739105,""y"":44.01869158878496,""width"":49.270852735260895,""height"":27.102803738317828,""rotation"":0,""rectanglelabels"":[""F""],""original_width"":2559,""original_height"":4497}]",3469.339,2026-05-01T19:03:51.556246Z
1,,2026-05-01T19:05:33.344184Z,2702,/data/local-files/?d=alloy_elsevier_contents/img1072.jpg,"[{""x"":66.59540352752539,""y"":0.11001463766667943,""width"":33.190807055050776,""height"":47.30629419667217,""rotation"":0,""rectanglelabels"":[""C""],""original_width"":2962,""original_height"":1439},{""x"":66.59540352752539,""y"":48.07639666033892,""width"":32.60288615713522,""height"":49.176543037005665,""rotation"":0,""rectanglelabels"":[""F""],""original_width"":2962,""original_height"":1439},{""x"":33.137359700694816,""y"":0,""width"":33.190807055050776,""height"":47.30629419667217,""rotation"":0,""rectanglelabels"":[""B""],""original_width"":2962,""original_height"":1439},{""x"":0.16034206306787815,""y"":0.22002927533335886,""width"":33.08391234633885,""height"":47.30629419667215,""rotation"":0,""rectanglelabels"":[""A""],""original_width"":2962,""original_height"":1439},{""x"":2.729570236919145e-15,""y"":48.1864112980056,""width"":33.08391234633885,""height"":49.17654303700568,""rotation"":0,""rectanglelabels"":[""D""],""original_width"":2962,""original_height"":1439},{""x"":33.458043826830576,""y"":48.29642593567228,""width"":32.60288615713522,""height"":49.176543037005665,""rotation"":0,""rectanglelabels"":[""E""],""original_width"":2962,""original_height"":1439}]",97.616,2026-05-01T19:05:33.344206Z
